Título	Autor	Editora	Ano	ISBN	Idioma	Capa	Páginas	Altura (cm)	Largura (cm)	Peso (g)	Estante	Preço R$	Frete R$	Total R$	Fotos
Dona Anja	Josué Guimarães	Círculo do Livro	1982	ND	Português	Dura	160	21	13	309	Literatura Brasileira	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Dona Anja, de Josué Guimarães
Dona Flor E Seus Dois Maridos	Jorge Amado	Record	1979	ND	Português	Dura	398	22	15	538	Literatura Brasileira	10	13.50	23.50	https://wa.me/5511981350566?text=Oi! Quero fotos do Dona Flor E Seus Dois Maridos, de Jorge Amado
Dona Rosita La Soltera O El Lenguaje De Las Flores	Federico Garcia Lorca	Losada	1997	9789500300711	Espanhol	Mole	120	17	10	130	Literatura Estrangeira	100	7.80	107.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Dona Rosita La Soltera O El Lenguaje De Las Flores, de Federico Garcia Lorca
Dragão Confabulando	Alice Lumi Satomi	Prismas	2018	9788555079696	Português	Mole	252	23	16	430	Artes	30	12.20	42.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Dragão Confabulando, de Alice Lumi Satomi
Dragons Oath	P. C. Cast / Kristin Cast	St Margins	2011	9781250000231	Inglês	Dura	146	19	14	290	Literatura Estrangeira	35	10.00	45.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Dragons Oath, de P. C. Cast / Kristin Cast
Drüben Und Drüben: Zwei Deutsche Kindheiten	Jochen Schmidt; David Wagner	Rowohlt	2014	9783498060558	Alemão	Dura	332	21	14	451	Literatura Estrangeira	30	12.95	42.95	https://wa.me/5511981350566?text=Oi! Quero fotos do Drüben Und Drüben: Zwei Deutsche Kindheiten, de Jochen Schmidt; David Wagner
É Fácil Matar	Agatha Christie	Nova Fronteira	ND	ND	Português	Mole	192	21	14	256	Literatura Estrangeira	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do É Fácil Matar, de Agatha Christie
É Hora De Cantar	Celina Santana	Paulinas	1998	9788573115451	Português	Mole	80	23	16	132	Pedagogia	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do É Hora De Cantar, de Celina Santana
E-Commerce	Luciane Catalani; Outros	FGV	2006	9788522504619	Português	Mole	172	21	14	236	Negócios	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do E-Commerce, de Luciane Catalani; Outros
Eating Animals	Jonathan Safran Foer	Hamish Hamilton	2009	9780241144251	Inglês	Mole	390	23	15	482	Sociologia	30	12.95	42.95	https://wa.me/5511981350566?text=Oi! Quero fotos do Eating Animals, de Jonathan Safran Foer
Economia E Sociedade	Robert J. Holton	Instituto Piaget	1995	9789728245306	Português	Mole	372	23	16	543	Negócios	50	13.50	63.50	https://wa.me/5511981350566?text=Oi! Quero fotos do Economia E Sociedade, de Robert J. Holton
Economize Fácil Com O Que Você Tem Em Casa	Reader´s Digest	Reader's Digest	2005	9788576450412	Português	Dura	400	26	21	1155	Autoajuda	10	25.45	35.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Economize Fácil Com O Que Você Tem Em Casa, de Reader´s Digest
Ecos Da Alma: Antologia De Poemas	Guaraciaba Micheletti	Andross	2010	9788599267837	Português	Mole	252	21	15	340	Poesia	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Ecos Da Alma: Antologia De Poemas, de Guaraciaba Micheletti
Édipo Rei	Sófocles	LDA	1988	ND	Português	Mole	96	18	13	90	Teatro	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Édipo Rei, de Sófocles
Educação & Sociedade #10: Dimensão Política E Ação Educativa	Cortez	Cortez	1981	ND	Português	Mole	166	21	14	199	Pedagogia	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Educação & Sociedade #10: Dimensão Política E Ação Educativa, de Cortez
Educação & Sociedade #2: Administração Poder E Trabalho	Cortez	Cortez	1984	ND	Português	Mole	196	21	14	237	Pedagogia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Educação & Sociedade #2: Administração Poder E Trabalho, de Cortez
Educação & Sociedade #20: Mudança Ou Transformação?	Cortez	Cortez	1985	ND	Português	Mole	162	21	14	218	Pedagogia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Educação & Sociedade #20: Mudança Ou Transformação?, de Cortez
Educação Para A Vida Toda	José Renato Polli; Marcio Martelli (orgs.)	In House	2011	9788578991036	Português	Mole	136	21	14	223	Pedagogia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Educação Para A Vida Toda, de José Renato Polli; Marcio Martelli (orgs.)
Educação Sem Blá-Blá-Blá	Rosely Sayão	Tres Estrelas	2016	9788568493274	Português	Mole	304	21	14	394	Psicologia	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Educação Sem Blá-Blá-Blá, de Rosely Sayão
Een Handvol Goud	John Steinbeck	Meulenhoff	1961	ND	Holandês	Mole	190	17	11	136	Literatura Estrangeira	50	7.80	57.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Een Handvol Goud, de John Steinbeck
El Diario Del Che En Bolivia	Adys Cupull; Froilán González	Politica (Cuba)	1987	ND	Espanhol	Mole	428	23	16	620	Biografias	10	14.85	24.85	https://wa.me/5511981350566?text=Oi! Quero fotos do El Diario Del Che En Bolivia, de Adys Cupull; Froilán González
Electronic Plastic	Jaro Gielens; Nico Hesselmann	Die Gestalten Verlag	2000	9783931126445	Inglês	Mole	176	28	24	900	Design	330	18.10	348.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Electronic Plastic, de Jaro Gielens; Nico Hesselmann
Elogio Da Loucura; O Livre-Arbítrio	Erasmo de Roterda; Arthur Schopenhauer	Novo Brasil	1983	ND	Português	Dura	258	21	13	469	Literatura Estrangeira	10	12.95	22.95	https://wa.me/5511981350566?text=Oi! Quero fotos do Elogio Da Loucura; O Livre-Arbítrio, de Erasmo de Roterda; Arthur Schopenhauer
Elogio Da Sombra; Um Ensaio Autobiográfico	Jorge Luis Borges	Globo	1993	9788525003065	Português	Mole	122	21	14	185	Literatura Estrangeira	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Elogio Da Sombra; Um Ensaio Autobiográfico, de Jorge Luis Borges
Em Busca Do Sentido Da Vida	Augusto Cury	Planeta	2013	9788542201628	Português	Mole	368	23	16	519	Literatura Estrangeira	15	13.50	28.50	https://wa.me/5511981350566?text=Oi! Quero fotos do Em Busca Do Sentido Da Vida, de Augusto Cury
Encontro Em Samarra	John O'Hara	Abril	1975	ND	Português	Dura	238	21	14	371	Literatura Estrangeira	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Encontro Em Samarra, de John O'Hara
Entre Babel E O Éden: Criação, Mito E Cultura	Silvia Anspach	Annablume	1998	9788574190242	Português	Mole	222	18	10	191	Filosofia	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Entre Babel E O Éden: Criação, Mito E Cultura, de Silvia Anspach
Entre O Amor E A Guerra	Zibia Gasparetto	Vida & Consciência	1991	ND	Português	Mole	260	21	14	323	Romance Espírita	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Entre O Amor E A Guerra, de Zibia Gasparetto
Entre Os Fiéis	V. S. Naipaul	Companhia das Letras	1999	9788571649002	Português	Mole	544	21	14	696	História	20	15.40	35.40	https://wa.me/5511981350566?text=Oi! Quero fotos do Entre Os Fiéis, de V. S. Naipaul
Era Uma Vez FH	Chico Caruso	Devir	2002	9788575320457	Português	Mole	160	28	21	624	Humor	10	14.85	24.85	https://wa.me/5511981350566?text=Oi! Quero fotos do Era Uma Vez FH, de Chico Caruso
Eram Os Deuses Astronautas?	Erich von Däniken	Círculo do Livro	1968	ND	Português	Dura	186	20	13	299	Religião	40	10.00	50.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Eram Os Deuses Astronautas?, de Erich von Däniken
Escola De Chefs	Joanna Farrow	Manole	2009	9788520429785	Português	Mole	258	28	22	1343	Gastronomia	130	25.45	155.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Escola De Chefs, de Joanna Farrow
Escola De Mulheres	Molière	LDA	1988	ND	Português	Mole	96	18	13	90	Teatro	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Escola De Mulheres, de Molière
Escola Sem Sala De Aula	Semler; Dimenstein; Costa	Papirus	2004	9788530807405	Português	Mole	140	21	14	209	Pedagogia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Escola Sem Sala De Aula, de Semler; Dimenstein; Costa
Escolas Inovadoras: Experiências Bem-Sucedidas Em Escolas Públicas	Miriam Abramovay (coord.)	Unesco	ND	ND	Português	Mole	124	24	17	243	Pedagogia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Escolas Inovadoras: Experiências Bem-Sucedidas Em Escolas Públicas, de Miriam Abramovay (coord.)
Escuridão	Elena P. Melodia	Objetiva	2010	9788560280605	Português	Mole	328	23	16	620	Literatura Estrangeira	10	14.85	24.85	https://wa.me/5511981350566?text=Oi! Quero fotos do Escuridão, de Elena P. Melodia
Espumas Flutuantes	Castro Alves	SOL	ND	ND	Português	Mole	158	21	14	173	Literatura Brasileira	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Espumas Flutuantes, de Castro Alves
Essência De Mulher	Janete Nardello	Do Autor	2010	9788590835905	Português	Mole	300	19	14	345	Poesia	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Essência De Mulher, de Janete Nardello
Essentials Of Marketing	Mccarthy; Perreault	Irwin	1994	9780256127461	Inglês	Dura	552	27	21	1475	Negócios	10	25.45	35.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Essentials Of Marketing, de Mccarthy; Perreault
Estabelecer Limites - Respeitar Limites	Anselm Grün; Ramona Robben	Vozes	2007	9788532633989	Português	Mole	198	21	14	268	Autoajuda	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Estabelecer Limites - Respeitar Limites, de Anselm Grün; Ramona Robben
Estação Carandiru	Drauzio Varella	Companhia das Letras	2000	9788571648975	Português	Mole	298	21	14	521	Biografias	10	13.50	23.50	https://wa.me/5511981350566?text=Oi! Quero fotos do Estação Carandiru, de Drauzio Varella
Estátua De Menino	Ivana Fricke Rebello; Andre Ceolin	Roda & Cia	2014	9788589598583	Português	Mole	96	24	17	238	Juvenil	70	9.20	79.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Estátua De Menino, de Ivana Fricke Rebello; Andre Ceolin
Este Desconhecido Universo	Sra. Maria Joséfa Bissoli Florido	Casa Espirita Nosso Canto	2014	9788568103005	Português	Mole	142	21	14	207	Religião	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Este Desconhecido Universo, de Sra. Maria Joséfa Bissoli Florido
Estilo De Vida	Marisa Amato; Salvador Amato	Maitiry	ND	ND	Português	Mole	108	21	14	156	Saúde	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Estilo De Vida, de Marisa Amato; Salvador Amato
Estranhamento	Adriane Dias Bueno	Scortecci	2012	9788536624891	Português	Mole	52	21	14	110	Poesia	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Estranhamento, de Adriane Dias Bueno
Estratégias De Marketing Em Tempos De Crise	Regis McKenna	Campus	1999	9788570015792	Português	Mole	138	23	16	298	Negócios	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Estratégias De Marketing Em Tempos De Crise, de Regis McKenna
Estrela De Um Céu Nublado	Nando Motta; Jay Vaquer	Do Autor	2023	9786500812725	Português	Mole	46	29	21	191	HQs	100	8.55	108.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Estrela De Um Céu Nublado, de Nando Motta; Jay Vaquer
Estrela Do Brooklin	Laura Borges-fagundes; Marcia Cattoi	Bateia	2013	9788566777017	Português	Mole	20	20	20	124	Juvenil	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Estrela Do Brooklin, de Laura Borges-fagundes; Marcia Cattoi
Estresse Infantil: Filhos De Pais Separados E De Famílias Intactas	Ir. Evanira Maria de Souza	EDUSC	2006	9788574603124	Português	Mole	108	21	14	179	Psicologia	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Estresse Infantil: Filhos De Pais Separados E De Famílias Intactas, de Ir. Evanira Maria de Souza
Estudos & Pesquisas Educacionais #1	Fundação Victor Civita	Abril	ND	ND	Português	Mole	344	23	16	607	Pedagogia	10	14.85	24.85	https://wa.me/5511981350566?text=Oi! Quero fotos do Estudos & Pesquisas Educacionais #1, de Fundação Victor Civita
Estudos Japoneses #11	Vários Autores	USP	ND	ND	Português	Mole	172	23	16	331	História	15	10.65	25.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Estudos Japoneses #11, de Vários Autores
Eternamente Amigos	Elizabeth Artmann	Butterfly	2001	9788588477070	Português	Mole	136	21	14	240	Romance Espírita	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Eternamente Amigos, de Elizabeth Artmann
Etiqueta Na Prática	Celia Ribeiro	L&PM	1997	9788525403384	Português	Mole	170	21	14	219	Autoajuda	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Etiqueta Na Prática, de Celia Ribeiro
Eu Hein! Você Nunca Riu Nada Igual	Nelito Fernandes	Desiderata	ND	9798590355716	Português	Mole	120	21	14	170	Humor	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Eu Hein! Você Nunca Riu Nada Igual, de Nelito Fernandes
Eu Não Acredito Em Religião: Memórias De Um Médium	José Mauro Machline	Elevação	2000	9788586623653	Português	Mole	132	21	14	190	Religião	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Eu Não Acredito Em Religião: Memórias De Um Médium, de José Mauro Machline
Eu Venci A Depressão	Dra. Eunice Higuchi	UNIPRO	2000	9788571409293	Português	Mole	136	20	13	206	Autoajuda	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Eu Venci A Depressão, de Dra. Eunice Higuchi
Eu Vou Te Encontrar	Harlan Coben	Arqueiro	2024	9786555656077	Português	Mole	288	23	16	426	Literatura Estrangeira	30	12.20	42.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Eu Vou Te Encontrar, de Harlan Coben
Eu, Minhas Tias, Meus Gatos E Meu Cachorro: Crônicas	Mauro Rasi	Ediouro	2003	9788500013546	Português	Mole	252	23	16	390	Literatura Brasileira	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Eu, Minhas Tias, Meus Gatos E Meu Cachorro: Crônicas, de Mauro Rasi
Evangelho Eterno E Orações Prodigiosas	Osvaldo Polidoro	Leitura e Arte	2015	9788560243204	Português	Mole	268	21	14	260	Religião	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Evangelho Eterno E Orações Prodigiosas, de Osvaldo Polidoro
Evangelho Eterno E Orações Prodigiosas	Osvaldo Polidoro	Assahi	2015	9788560148080	Português	Mole	268	21	14	340	Religião	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Evangelho Eterno E Orações Prodigiosas, de Osvaldo Polidoro
Evolução Do Pensamento De Hans Kelsen: Um Estudo De Tópicos	Adriano Augusto Fernandes Jr; Enrique Peregalli	Faculdades Capital	ND	ND	Português	Mole	84	21	15	141	Filosofia	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Evolução Do Pensamento De Hans Kelsen: Um Estudo De Tópicos, de Adriano Augusto Fernandes Jr; Enrique Peregalli
Evolução É Uma Opção	Alexandre Callari	K2 Mkt	2009	9788598861111	Português	Mole	136	23	16	270	Autoajuda	20	10.00	30.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Evolução É Uma Opção, de Alexandre Callari
Exodus #1	Leon Uris	Abril	1981	ND	Português	Mole	376	19	13	341	Literatura Estrangeira	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Exodus #1, de Leon Uris
Exodus #2	Leon Uris	Abril	1981	ND	Português	Mole	336	19	13	302	Literatura Estrangeira	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Exodus #2, de Leon Uris
Fábrica De Líderes	Acacio Queiroz	Virelid	2017	9788556971838	Português	Mole	216	21	14	369	Negócios	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Fábrica De Líderes, de Acacio Queiroz
Faça Por Você	Borges & Borges	Página 42	2016	9788564590953	Português	Mole	98	19	13	153	Biografias	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Faça Por Você, de Borges & Borges
Fadiga Crônica	Dr. Gregoire Cozon	Larousse	2007	9788576351139	Português	Mole	120	21	14	186	Saúde	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Fadiga Crônica, de Dr. Gregoire Cozon
Fala De Bicho, Fala De Gente: Cantigas De Ninar Do Povo Juruna	Cristina Martins Fargetti; Marlui Miranda	SESC SP	2017	9788594930316	Português	Mole	304	25	19	754	Biologia	30	16.65	46.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Fala De Bicho, Fala De Gente: Cantigas De Ninar Do Povo Juruna, de Cristina Martins Fargetti; Marlui Miranda
Famílias Livro-Presente	Helen Exley	Milk	2004	9788575811351	Português	Dura	62	16	16	207	Fotografia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Famílias Livro-Presente, de Helen Exley
Farda, Fardão, Camisola De Dormir	Jorge Amado	Círculo do Livro	1982	ND	Português	Dura	230	21	13	332	Literatura Brasileira	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Farda, Fardão, Camisola De Dormir, de Jorge Amado
Farda, Fardão, Camisola De Dormir	Jorge Amado	Record	1979	ND	Português	Dura	240	22	15	408	Literatura Brasileira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Farda, Fardão, Camisola De Dormir, de Jorge Amado
Fast Food Para A Alma 2	Barbara Berger	Cultrix	2006	9788531609619	Português	Mole	136	21	14	180	Autoajuda	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Fast Food Para A Alma 2, de Barbara Berger
Feito Eu	Eliza Nazarian	Ateliê	2007	9788574803425	Português	Mole	110	21	14	180	Literatura Brasileira	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Feito Eu, de Eliza Nazarian
Feitos Um Para O Outro	Lisa Plumley	Abril	2003	9771806246008	Português	Mole	384	18	12	263	Literatura Estrangeira	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Feitos Um Para O Outro, de Lisa Plumley
Felicidade Não Se Compra	Irwin Shaw	Nova Cultural	1986	ND	Português	Mole	422	19	12	330	Literatura Estrangeira	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Felicidade Não Se Compra, de Irwin Shaw
Fell: Cidade Brutal	Warren Ellis; Bem Templesmith	Landscape	2008	9788577750610	Português	Mole	146	24	16	321	HQs	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Fell: Cidade Brutal, de Warren Ellis; Bem Templesmith
Feng Shui: Sua Casa Em Harmonia	Claudia Boechat; Mon Liu	Caras	2004	9788575212073	Português	Mole	48	21	14	72	Autoajuda	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Feng Shui: Sua Casa Em Harmonia, de Claudia Boechat; Mon Liu
Férias Em Família: Guia Londres	Dorling Kindersley	Publifolha	2012	9788579143816	Português	Dura	290	22	15	594	Turismo	10	14.25	24.25	https://wa.me/5511981350566?text=Oi! Quero fotos do Férias Em Família: Guia Londres, de Dorling Kindersley
Fernando Pessoa: Aquém Do Eu, Além Do Outro	Leyla Perrone Moisés	Martins Fontes	1982	ND	Português	Mole	164	21	14	221	Filosofia	40	9.20	49.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Fernando Pessoa: Aquém Do Eu, Além Do Outro, de Leyla Perrone Moisés
Fidel Castro: Uma Biografia Política	Herbert L. Mathews	Civilização Brasileira	1970	ND	Português	Dura	396	21	14	614	Biografias	10	14.85	24.85	https://wa.me/5511981350566?text=Oi! Quero fotos do Fidel Castro: Uma Biografia Política, de Herbert L. Mathews
